account_id,login_frequency,feature_adoption,session_depth
acc_2992,24,8,3.87
acc_2993,27,9,3.79
acc_2994,22,3,3.95
acc_2995,23,8,3.54
acc_2996,22,9,4.45
acc_2997,32,7,4.74
acc_2998,4,0,0.25
acc_2999,17,6,2.88
acc_3000,0,2,0.62
acc_3001,25,10,2.88
acc_3002,33,13,6.5
acc_3003,16,6,5.57
acc_3004,14,5,2.21
acc_3005,18,3,3.4
acc_3006,14,3,3.12
acc_3007,22,7,4.24
acc_3008,4,0,2.04
acc_3009,34,9,5.42
acc_3010,30,7,5.75
acc_3011,9,5,1.31
acc_3012,20,5,5.59
acc_3013,13,5,2.08
acc_3014,13,6,2.85
acc_3015,10,2,1.14
acc_3016,25,4,3.0
acc_3017,14,4,2.23
acc_3018,27,2,3.25
acc_3019,23,10,4.38
acc_3020,1,2,0.1
acc_3021,17,6,0.1
acc_3022,5,0,0.1
acc_3023,11,5,2.27
acc_3024,18,6,4.12
acc_3025,7,8,3.59
acc_3026,23,5,2.59
acc_3027,6,5,2.74
acc_3028,13,3,2.83
acc_3029,19,6,2.51
acc_3030,20,4,1.93
acc_3031,24,8,1.3
acc_3032,8,5,3.46
acc_3033,20,3,0.5
acc_3034,21,6,3.08
acc_3035,30,6,5.61
acc_3036,22,4,1.75
acc_3037,13,5,1.35
acc_3038,0,3,2.16
acc_3039,10,1,2.48
acc_3040,0,3,0.1
acc_3041,0,1,0.1
acc_3042,11,5,3.22
acc_3043,2,3,1.75
acc_3044,13,1,1.83
acc_3045,20,7,4.37
acc_3046,15,0,0.9
acc_3047,14,4,2.77
acc_3048,5,1,0.44
acc_3049,23,10,5.17
acc_3050,14,8,4.15
acc_3051,8,1,2.44
acc_3052,8,3,2.71
acc_3053,28,10,3.76
acc_3054,6,4,2.48
acc_3055,19,3,1.61
acc_3056,21,8,2.68
acc_3057,24,8,3.59
acc_3058,14,5,3.13
acc_3059,30,8,5.03
acc_3060,20,6,2.93
acc_3061,21,7,2.16
acc_3062,20,1,0.88
acc_3063,5,0,0.1
acc_3064,30,9,3.48
acc_3065,16,5,1.85
acc_3066,10,8,2.2
acc_3067,5,7,1.33
acc_3068,26,9,2.39
acc_3069,9,3,1.43
acc_3070,23,3,2.31
acc_3071,21,8,4.15
acc_3072,11,4,2.42
acc_3073,12,2,1.71
acc_3074,22,5,3.37
acc_3075,22,6,3.91
acc_3076,17,9,4.9
acc_3077,4,3,0.78
acc_3078,15,5,3.47
acc_3079,2,5,1.58
acc_3080,9,4,1.77
acc_3081,3,3,2.13
acc_3082,28,9,4.07
acc_3083,22,7,3.0
acc_3084,1,4,0.55
acc_3085,16,2,0.56
acc_3086,11,7,0.74
acc_3087,24,7,4.43
acc_3088,15,5,2.84
acc_3089,29,10,3.73
acc_3090,4,2,0.78
acc_3091,28,8,2.73
acc_3092,21,6,2.07
acc_3093,11,5,3.01
acc_3094,25,6,3.74
acc_3095,21,4,4.74
acc_3096,6,0,1.25
acc_3097,15,7,3.26
acc_3098,13,4,3.47
acc_3099,27,8,2.78
acc_3100,9,3,1.7
acc_3101,23,6,1.53
acc_3102,4,4,0.1
acc_3103,13,7,2.72
acc_3104,0,3,1.59
acc_3105,10,4,1.6
acc_3106,0,2,1.01
acc_3107,21,6,0.22
acc_3108,8,6,1.95
acc_3109,13,7,2.63
acc_3110,24,2,3.21
acc_3111,25,6,2.09
acc_3112,5,0,1.51
acc_3113,0,0,0.1
acc_3114,25,4,2.18
acc_3115,19,6,3.81
acc_3116,10,2,0.24
acc_3117,20,1,3.31
acc_3118,5,6,1.05
acc_3119,7,2,2.31
acc_3120,13,5,2.0
acc_3121,14,3,2.09
acc_3122,12,5,0.1
acc_3123,12,4,1.1
acc_3124,21,6,3.34
acc_3125,31,8,5.32
acc_3126,15,4,1.64
acc_3127,6,0,0.52
acc_3128,12,5,3.06
acc_3129,23,4,2.5
acc_3130,10,1,2.43
acc_3131,6,3,2.45
acc_3132,23,6,1.2
acc_3133,16,4,4.48
acc_3134,31,7,3.64
acc_3135,7,2,1.76
acc_3136,9,4,1.77
acc_3137,7,7,3.8
acc_3138,15,3,3.79
acc_3139,15,9,4.01
acc_3140,25,7,3.45
acc_3141,34,5,5.57
acc_3142,17,7,4.43
acc_3143,26,9,3.26
acc_3144,16,8,5.06
acc_3145,11,6,0.1
acc_3146,29,9,5.23
acc_3147,4,1,1.76
acc_3148,15,3,2.58
acc_3149,25,6,2.72
acc_3150,15,5,1.96
acc_3151,23,3,2.63
acc_3152,4,0,2.64
acc_3153,9,1,0.17
acc_3154,14,6,3.36
acc_3155,17,9,2.56
acc_3156,6,3,3.09
acc_3157,11,3,1.36
acc_3158,24,10,3.56
acc_3159,26,4,4.26
acc_3160,25,5,3.66
acc_3161,21,9,3.8
acc_3162,19,6,4.58
acc_3163,25,4,3.74
acc_3164,18,11,5.01
acc_3165,0,4,0.1
acc_3166,23,8,3.04
acc_3167,19,4,1.9
acc_3168,24,11,4.49
acc_3169,26,0,3.19
acc_3170,26,7,4.04
acc_3171,28,10,5.12
acc_3172,13,3,1.47
acc_3173,7,0,2.64
acc_3174,13,7,3.03
acc_3175,19,5,3.72
acc_3176,5,3,1.17
acc_3177,13,7,3.35
acc_3178,29,9,3.6
acc_3179,14,3,2.18
acc_3180,8,0,1.18
acc_3181,17,7,0.61
acc_3182,14,4,1.26
acc_3183,28,10,4.2
acc_3184,15,6,5.28
acc_3185,16,7,3.99
acc_3186,0,5,2.95
acc_3187,27,8,4.01
acc_3188,15,3,1.73
acc_3189,23,2,1.77
acc_3190,23,11,5.18
acc_3191,5,1,3.15
acc_3192,9,6,3.26
acc_3193,24,6,2.65
acc_3194,13,0,2.46
acc_3195,14,3,0.13
acc_3196,0,0,0.7
acc_3197,13,3,2.21
acc_3198,25,9,4.43
acc_3199,15,4,0.45
acc_3200,6,3,0.1
acc_3201,19,7,4.19
acc_3202,15,9,1.63
acc_3203,11,6,3.1
acc_3204,0,2,0.1
acc_3205,10,5,3.14
acc_3206,24,9,4.82
acc_3207,10,5,2.18
acc_3208,6,5,0.55
acc_3209,17,7,2.55
acc_3210,11,3,1.02
acc_3211,21,6,3.71
acc_3212,17,7,2.47
acc_3213,14,6,2.33
acc_3214,32,9,3.47
acc_3215,25,8,5.99
acc_3216,10,5,1.86
acc_3217,15,7,2.24
acc_3218,12,6,0.1
acc_3219,20,5,1.73
acc_3220,22,6,3.41
acc_3221,20,5,4.69
acc_3222,14,9,2.12
acc_3223,14,4,2.22
acc_3224,3,5,1.47
acc_3225,9,7,2.63
acc_3226,4,2,1.19
acc_3227,18,4,1.06
acc_3228,8,4,0.5
acc_3229,26,11,4.26
acc_3230,0,2,2.78
acc_3231,16,4,3.21
acc_3232,20,8,2.01
acc_3233,7,4,3.1
acc_3234,18,6,3.46
acc_3235,9,8,4.33
acc_3236,12,6,4.39
acc_3237,11,1,0.78
acc_3238,14,2,2.98
acc_3239,4,4,1.25
acc_3240,22,8,3.91
acc_3241,11,3,2.23
acc_3242,5,4,0.8
acc_3243,0,4,2.23
acc_3244,31,6,2.82
acc_3245,10,10,3.11
acc_3246,12,6,5.01
acc_3247,12,4,2.55
acc_3248,10,8,2.59
acc_3249,6,4,0.18
acc_3250,15,5,2.81
acc_3251,17,4,4.79
acc_3252,18,10,2.34
acc_3253,8,3,1.22
acc_3254,23,2,2.18
acc_3255,7,6,0.9
acc_3256,11,5,1.9
acc_3257,17,4,2.5
acc_3258,8,1,0.29
acc_3259,25,9,3.12
acc_3260,19,5,0.97
acc_3261,18,8,4.71
acc_3262,9,6,1.21
acc_3263,14,14,1.56
acc_3264,10,2,2.04
acc_3265,6,3,0.1
acc_3266,11,4,2.74
acc_3267,19,4,4.15
acc_3268,28,12,3.28
acc_3269,5,8,1.21
acc_3270,14,8,1.49
acc_3271,7,4,3.08
acc_3272,9,4,0.92
acc_3273,15,2,3.5
acc_3274,16,6,2.18
acc_3275,15,5,2.06
acc_3276,16,2,3.25
acc_3277,18,7,5.49
acc_3278,29,9,4.72
acc_3279,13,7,4.87
acc_3280,3,1,1.94
acc_3281,17,9,3.36
acc_3282,17,5,0.82
acc_3283,9,4,2.33
acc_3284,23,5,3.18
acc_3285,14,6,3.73
acc_3286,11,2,0.38
acc_3287,20,8,2.57
acc_3288,14,1,3.47
acc_3289,16,5,3.2
acc_3290,20,5,0.1
acc_3291,11,2,1.48
acc_3292,7,3,2.06
acc_3293,7,3,2.77
acc_3294,36,9,4.25
acc_3295,0,0,0.3
acc_3296,16,7,3.55
acc_3297,7,2,1.64
acc_3298,20,11,1.92
acc_3299,15,4,0.1
acc_3300,6,7,3.37
acc_3301,2,4,0.1
acc_3302,5,0,3.12
acc_3303,0,0,0.1
acc_3304,20,8,2.38
acc_3305,18,6,3.42
acc_3306,25,8,2.06
acc_3307,9,6,5.08
acc_3308,14,7,2.27
acc_3309,9,5,1.45
acc_3310,16,3,0.73
acc_3311,26,2,3.87
acc_3312,22,5,2.55
acc_3313,26,7,2.86
acc_3314,11,2,0.76
acc_3315,10,4,3.17
acc_3316,24,6,2.91
acc_3317,12,4,0.1
acc_3318,20,6,3.28
acc_3319,13,6,2.0
acc_3320,23,6,4.78
acc_3321,15,8,2.41
acc_3322,24,5,2.56
acc_3323,6,5,1.06
acc_3324,6,5,0.72
acc_3325,3,5,1.67
acc_3326,12,5,1.12
acc_3327,27,7,3.76
acc_3328,23,7,4.47
acc_3329,30,12,5.4
acc_3330,26,12,4.11
acc_3331,5,0,0.37
acc_3332,12,8,4.6
acc_3333,29,7,3.87
acc_3334,4,3,0.9
acc_3335,31,9,5.54
acc_3336,30,12,4.45
acc_3337,27,9,4.15
acc_3338,29,7,3.65
acc_3339,14,4,1.19
acc_3340,11,4,1.48
acc_3341,12,7,1.73
acc_3342,23,7,4.16
acc_3343,13,0,1.8
acc_3344,0,0,0.96
acc_3345,29,7,5.23
acc_3346,4,1,0.23
acc_3347,2,2,1.4
acc_3348,11,8,4.91
acc_3349,22,11,2.62
acc_3350,13,7,4.53
acc_3351,8,5,1.27
acc_3352,29,9,4.5
acc_3353,3,0,0.2
acc_3354,16,6,3.42
acc_3355,12,4,3.4
acc_3356,18,9,2.99
acc_3357,30,5,3.88
acc_3358,22,5,2.47
acc_3359,28,6,3.58
acc_3360,19,5,3.77
acc_3361,5,4,1.21
acc_3362,25,8,4.2
acc_3363,16,5,2.08
acc_3364,8,4,2.83
acc_3365,19,8,6.35
acc_3366,15,10,6.07
acc_3367,13,8,4.39
acc_3368,13,0,2.56
acc_3369,20,8,2.91
acc_3370,19,3,0.47
acc_3371,20,5,1.98
acc_3372,18,5,1.65
acc_3373,8,2,1.89
acc_3374,19,7,3.35
acc_3375,26,7,3.6
acc_3376,0,5,0.1
acc_3377,20,7,6.2
acc_3378,12,3,2.96
acc_3379,23,5,4.83
acc_3380,22,6,3.83
acc_3381,17,1,1.95
acc_3382,9,5,1.95
acc_3383,20,6,2.43
acc_3384,10,3,4.39
acc_3385,1,0,0.1
acc_3386,5,2,1.41
acc_3387,17,7,3.59
acc_3388,27,8,3.47
acc_3389,13,3,3.47
acc_3390,7,2,0.1
acc_3391,17,10,5.33
acc_3392,9,1,0.4
acc_3393,19,6,1.91
acc_3394,26,10,4.0
acc_3395,26,7,3.77
acc_3396,14,4,1.88
acc_3397,21,4,3.61
acc_3398,15,8,3.65
acc_3399,7,3,0.1
acc_3400,7,0,1.47
acc_3401,6,2,0.54
acc_3402,19,4,4.33
acc_3403,19,4,2.36
acc_3404,17,8,3.9
acc_3405,7,1,3.31
acc_3406,12,5,1.71
acc_3407,10,6,1.38
acc_3408,0,0,0.1
acc_3409,13,7,3.57
acc_3410,4,0,2.41
acc_3411,24,6,5.37
acc_3412,31,10,5.03
acc_3413,23,9,4.05
acc_3414,11,6,2.44
acc_3415,5,3,2.0
acc_3416,24,7,2.81
acc_3417,5,5,0.1
acc_3418,18,8,2.7
acc_3419,28,9,5.24
acc_3420,23,7,3.26
acc_3421,10,0,0.89
acc_3422,2,6,2.25
acc_3423,13,4,2.49
acc_3424,30,6,3.94
acc_3425,17,2,0.55
acc_3426,23,8,4.11
acc_3427,26,4,2.69
acc_3428,19,6,3.51
acc_3429,16,3,3.29
acc_3430,23,10,4.82
acc_3431,1,5,0.48
acc_3432,0,0,1.66
acc_3433,28,5,4.95
acc_3434,19,7,4.33
acc_3435,25,9,3.81
acc_3436,18,7,3.54
acc_3437,13,8,3.64
acc_3438,17,7,2.06
acc_3439,21,2,2.7
acc_3440,10,0,2.9
acc_3441,15,6,2.98
acc_3442,13,4,2.19
acc_3443,9,6,2.88
acc_3444,16,5,2.97
acc_3445,17,7,1.04
acc_3446,12,2,0.73
acc_3447,17,6,3.87
acc_3448,14,4,3.26
acc_3449,6,4,1.32
acc_3450,21,8,4.1
acc_3451,2,3,1.34
acc_3452,4,7,1.2
acc_3453,15,6,4.6
acc_3454,11,4,1.4
acc_3455,16,6,2.39
acc_3456,14,1,0.51
acc_3457,22,5,1.33
acc_3458,12,6,1.65
acc_3459,9,4,1.22
acc_3460,11,6,1.46
acc_3461,23,3,1.92
acc_3462,18,4,1.71
acc_3463,20,4,3.09
acc_3464,14,4,1.31
acc_3465,0,3,0.1
acc_3466,4,6,2.2
acc_3467,0,4,1.54
acc_3468,16,8,2.49
acc_3469,32,8,4.14
acc_3470,0,3,1.4
acc_3471,11,6,2.33
acc_3472,10,4,4.39
acc_3473,29,3,3.85
acc_3474,16,5,2.34
acc_3475,25,5,2.98
acc_3476,11,5,0.3
acc_3477,4,8,3.52
acc_3478,29,8,3.76
acc_3479,29,5,5.37
acc_3480,18,5,1.03
acc_3481,35,9,5.16
acc_3482,19,4,2.88
acc_3483,12,4,2.71
acc_3484,4,3,1.4
acc_3485,25,9,3.24
acc_3486,28,12,3.27
acc_3487,11,1,2.07
acc_3488,4,3,0.65
acc_3489,22,8,4.97
acc_3490,7,3,1.36
acc_3491,34,10,4.78
acc_3492,3,3,1.02
acc_3493,22,6,2.54
acc_3494,10,4,0.1
acc_3495,7,4,1.13
acc_3496,12,4,4.65
acc_3497,1,0,1.55
acc_3498,21,10,3.47
acc_3499,18,5,2.34
acc_3500,16,4,1.97
acc_3501,11,4,2.05
acc_3502,20,8,3.02
acc_3503,14,2,0.5
acc_3504,14,1,4.02
acc_3505,15,6,2.61
acc_3506,28,4,4.2
acc_3507,22,6,4.43
acc_3508,18,7,2.45
acc_3509,22,0,0.71
acc_3510,29,7,5.68
acc_3511,30,11,6.43
acc_3512,15,2,0.1
acc_3513,26,6,2.52
acc_3514,24,10,4.82
acc_3515,8,5,1.25
acc_3516,12,5,1.68
acc_3517,20,1,2.25
acc_3518,26,8,1.69
acc_3519,21,6,5.3
acc_3520,22,7,4.12
acc_3521,10,4,3.48
acc_3522,17,6,3.21
acc_3523,22,7,3.05
acc_3524,14,2,3.98
acc_3525,1,2,1.04
acc_3526,17,5,1.2
acc_3527,17,6,2.29
acc_3528,24,5,3.15
acc_3529,14,2,0.88
acc_3530,10,9,3.67
acc_3531,18,6,0.54
acc_3532,38,8,4.55
acc_3533,22,8,3.21
acc_3534,33,11,4.68
acc_3535,15,7,2.05
acc_3536,4,3,1.73
acc_3537,8,0,1.47
acc_3538,21,8,0.65
acc_3539,30,10,4.65
acc_3540,6,3,0.92
acc_3541,1,2,0.1
acc_3542,19,9,3.65
acc_3543,10,1,0.13
acc_3544,11,5,2.35
acc_3545,13,3,2.94
acc_3546,11,1,0.63
acc_3547,21,6,3.89
acc_3548,10,4,1.99
acc_3549,11,4,0.1
acc_3550,34,10,3.62
acc_3551,12,8,4.52
acc_3552,9,0,0.73
acc_3553,26,10,1.78
acc_3554,3,3,3.12
acc_3555,10,4,2.12
acc_3556,11,5,2.4
acc_3557,26,9,2.64
acc_3558,14,6,3.47
acc_3559,16,3,2.93
acc_3560,4,0,0.98
acc_3561,20,8,2.71
acc_3562,5,5,1.52
acc_3563,9,2,1.04
acc_3564,16,5,3.93
acc_3565,24,9,3.08
acc_3566,6,5,2.6
acc_3567,28,6,3.98
acc_3568,27,5,4.19
acc_3569,5,1,0.1
acc_3570,13,4,2.74
acc_3571,20,3,4.34
acc_3572,26,6,3.13
acc_3573,31,9,5.04
acc_3574,16,4,2.36
acc_3575,14,6,2.36
acc_3576,13,0,1.29
acc_3577,21,6,4.63
acc_3578,6,4,0.3
acc_3579,8,0,0.93
acc_3580,21,4,2.31
acc_3581,31,7,4.07
acc_3582,15,4,2.28
acc_3583,9,2,1.06
acc_3584,21,5,0.1
acc_3585,22,10,3.08
acc_3586,1,1,0.1
acc_3587,6,0,0.86
acc_3588,9,6,2.77
acc_3589,17,2,2.18
acc_3590,0,3,0.1
acc_3591,15,9,3.41
acc_3592,11,4,0.84
acc_3593,7,5,2.2
acc_3594,0,0,0.75
acc_3595,18,4,1.28
acc_3596,20,5,2.75
acc_3597,27,6,2.79
acc_3598,23,7,2.23
acc_3599,14,4,2.52
acc_3600,12,5,3.68
acc_3601,18,8,4.02
acc_3602,8,4,1.76
acc_3603,8,1,4.94
acc_3604,15,8,0.1
acc_3605,23,4,2.46
acc_3606,14,3,0.23
acc_3607,19,8,4.33
acc_3608,24,9,4.1
acc_3609,19,8,2.82
acc_3610,24,11,3.81
acc_3611,17,6,4.63
acc_3612,7,6,2.71
acc_3613,16,3,3.14
acc_3614,32,10,5.97
acc_3615,1,4,2.25
acc_3616,16,5,2.61
acc_3617,21,7,2.44
acc_3618,13,4,0.1
acc_3619,18,5,2.7
acc_3620,9,3,0.94
acc_3621,13,4,2.93
acc_3622,2,0,0.1
acc_3623,13,8,2.99
acc_3624,14,6,2.35
acc_3625,21,4,2.29
acc_3626,12,5,2.07
acc_3627,10,5,1.89
acc_3628,12,2,1.8
acc_3629,7,5,2.98
acc_3630,21,10,4.53
acc_3631,26,6,4.22
acc_3632,3,0,0.81
acc_3633,11,2,2.41
acc_3634,6,3,1.49
acc_3635,18,5,1.83
acc_3636,15,3,0.1
acc_3637,18,4,2.77
acc_3638,15,5,0.82
acc_3639,18,5,2.87
acc_3640,21,6,2.36
acc_3641,10,6,2.3
acc_3642,9,3,2.8
acc_3643,26,7,1.38
acc_3644,24,5,3.45
acc_3645,24,7,3.19
acc_3646,12,2,0.1
acc_3647,26,6,2.22
acc_3648,4,3,1.54
acc_3649,16,10,3.19
acc_3650,11,2,0.76
acc_3651,14,6,3.76
acc_3652,15,7,1.97
acc_3653,19,7,3.13
acc_3654,28,10,2.78
acc_3655,13,5,2.06
acc_3656,19,2,4.09
acc_3657,13,10,3.03
acc_3658,21,5,3.24
acc_3659,10,2,1.61
acc_3660,27,9,3.6
acc_3661,16,5,3.25
acc_3662,7,2,2.03
acc_3663,29,8,4.87
acc_3664,3,1,0.1
acc_3665,16,3,1.64
acc_3666,18,9,2.76
acc_3667,4,2,1.82
acc_3668,16,3,3.0
acc_3669,24,9,3.35
acc_3670,11,5,4.46
acc_3671,17,4,2.84
acc_3672,13,4,2.11
acc_3673,20,9,4.26
acc_3674,12,3,1.34
acc_3675,27,7,2.47
acc_3676,14,5,1.95
acc_3677,11,8,4.14
acc_3678,22,10,5.28
acc_3679,6,1,2.26
acc_3680,14,3,2.9
acc_3681,15,7,2.79
acc_3682,9,1,0.49
acc_3683,9,2,1.17
acc_3684,24,9,2.01
acc_3685,18,1,1.57
acc_3686,22,7,5.04
acc_3687,35,8,2.59
acc_3688,12,3,2.13
acc_3689,13,2,1.22
acc_3690,20,6,2.47
acc_3691,11,6,0.14
acc_3692,13,4,3.93
acc_3693,9,5,0.1
acc_3694,26,3,1.87
acc_3695,27,6,5.53
acc_3696,29,6,3.32
acc_3697,17,5,2.66
acc_3698,11,2,2.68
acc_3699,23,4,3.24
acc_3700,17,4,2.37
acc_3701,18,5,2.56
acc_3702,25,6,4.46
acc_3703,15,7,1.79
acc_3704,21,8,5.6
acc_3705,33,8,3.99
acc_3706,24,7,2.93
acc_3707,8,6,2.76
acc_3708,11,2,2.41
acc_3709,27,6,2.38
acc_3710,9,4,2.71
acc_3711,10,2,0.1
acc_3712,7,3,1.57
acc_3713,26,8,4.75
acc_3714,7,6,1.91
acc_3715,14,4,0.37
acc_3716,14,3,3.28
acc_3717,16,5,2.42
acc_3718,24,3,3.76
acc_3719,31,6,2.91
acc_3720,10,4,2.85
acc_3721,12,0,1.54
acc_3722,24,12,1.61
acc_3723,23,7,3.8
acc_3724,31,5,4.5
acc_3725,26,6,3.69
acc_3726,15,7,0.1
acc_3727,15,7,1.94
acc_3728,17,6,3.02
acc_3729,20,7,3.87
acc_3730,0,3,0.1
acc_3731,24,4,1.06
acc_3732,2,2,0.1
acc_3733,12,6,2.42
acc_3734,25,5,3.37
acc_3735,25,10,3.09
acc_3736,0,0,0.1
acc_3737,24,5,1.82
acc_3738,5,2,0.1
acc_3739,14,4,0.1
acc_3740,18,8,2.86
acc_3741,15,4,1.34
acc_3742,6,2,0.87
acc_3743,8,7,3.05
acc_3744,9,5,1.91
acc_3745,2,0,1.36
acc_3746,19,3,3.12
acc_3747,7,7,3.93
acc_3748,23,5,4.04
acc_3749,27,5,4.36
acc_3750,5,4,1.14
acc_3751,14,6,3.19
acc_3752,7,6,1.52
acc_3753,16,2,4.07
acc_3754,30,8,3.82
acc_3755,28,10,3.63
acc_3756,19,5,4.85
acc_3757,20,8,3.49
acc_3758,6,0,2.36
acc_3759,5,4,3.21
acc_3760,9,6,2.47
acc_3761,15,5,3.67
acc_3762,17,3,4.39
acc_3763,8,5,1.1
acc_3764,14,5,3.56
acc_3765,10,0,1.84
acc_3766,18,9,5.52
acc_3767,23,8,4.08
acc_3768,4,3,0.91
acc_3769,17,2,3.4
acc_3770,17,0,1.29
acc_3771,32,8,6.35
acc_3772,29,8,2.7
acc_3773,17,3,2.79
acc_3774,24,4,3.12
acc_3775,6,4,2.32
acc_3776,7,3,3.61
acc_3777,20,7,3.09
acc_3778,26,9,4.74
acc_3779,0,2,0.93
acc_3780,10,7,3.56
acc_3781,29,5,2.74
acc_3782,4,2,3.12
acc_3783,23,6,5.13
acc_3784,25,7,2.83
acc_3785,12,8,3.01
acc_3786,21,5,5.94
acc_3787,29,11,3.67
acc_3788,19,4,2.94
acc_3789,16,7,2.42
acc_3790,24,9,4.5
acc_3791,8,5,1.05
acc_3792,20,6,2.79
acc_3793,18,5,2.72
acc_3794,9,7,1.72
acc_3795,11,2,0.17
acc_3796,9,3,2.41
acc_3797,20,3,1.62
acc_3798,22,4,2.28
acc_3799,7,2,0.1
acc_3800,17,4,1.59
acc_3801,13,3,1.6
acc_3802,22,6,2.63
acc_3803,7,7,4.2
acc_3804,14,2,0.77
acc_3805,31,6,3.64
acc_3806,15,6,2.35
acc_3807,19,4,2.21
acc_3808,28,9,4.24
acc_3809,21,5,2.21
acc_3810,21,6,3.32
acc_3811,5,3,1.92
acc_3812,18,1,2.17
acc_3813,0,3,0.98
acc_3814,8,5,1.62
acc_3815,15,1,1.6
acc_3816,15,7,3.24
acc_3817,15,2,3.43
acc_3818,21,7,5.35
acc_3819,15,7,1.86
acc_3820,21,0,2.37
acc_3821,3,2,1.34
acc_3822,20,9,2.52
acc_3823,7,6,0.13
acc_3824,8,1,0.54
acc_3825,20,6,3.9
acc_3826,19,4,2.61
acc_3827,12,4,4.23
acc_3828,6,3,0.1
acc_3829,14,3,3.11
acc_3830,14,3,2.41
acc_3831,17,4,3.83
acc_3832,20,7,3.67
acc_3833,14,5,3.39
acc_3834,18,8,4.46
acc_3835,28,4,3.69
acc_3836,13,7,2.47
acc_3837,40,8,6.46
acc_3838,8,1,1.23
acc_3839,23,4,2.44
acc_3840,22,6,2.15
acc_3841,20,6,2.83
acc_3842,0,2,1.76
acc_3843,7,3,0.1
acc_3844,24,5,3.04
acc_3845,19,6,2.93
acc_3846,26,6,4.29
acc_3847,17,4,2.44
acc_3848,26,6,5.63
acc_3849,11,7,2.33
acc_3850,27,6,3.54
acc_3851,9,6,2.59
acc_3852,28,9,6.05
acc_3853,18,6,3.03
acc_3854,23,6,4.95
acc_3855,7,1,2.38
acc_3856,31,5,4.42
acc_3857,15,8,2.88
acc_3858,11,6,3.95
acc_3859,22,11,4.21
acc_3860,27,3,2.79
acc_3861,19,6,4.09
acc_3862,13,5,3.33
acc_3863,1,7,0.1
acc_3864,0,1,1.08
acc_3865,21,6,3.67
acc_3866,18,5,2.19
acc_3867,9,1,2.88
acc_3868,33,11,4.71
acc_3869,14,2,0.29
acc_3870,9,2,1.17
acc_3871,3,1,0.1
acc_3872,12,2,0.39
acc_3873,22,10,3.6
acc_3874,14,8,1.26
acc_3875,31,6,2.82
acc_3876,20,6,2.82
acc_3877,16,1,2.12
acc_3878,4,3,0.1
acc_3879,23,3,1.55
acc_3880,12,7,3.23
acc_3881,19,9,4.29
acc_3882,20,8,4.38
acc_3883,24,8,4.48
acc_3884,17,9,3.41
acc_3885,12,6,0.36
acc_3886,3,4,2.17
acc_3887,26,8,5.0
acc_3888,13,1,2.64
acc_3889,12,5,5.8
acc_3890,19,5,2.34
acc_3891,22,4,0.1
acc_3892,20,7,3.82
acc_3893,3,3,1.72
acc_3894,3,3,0.75
acc_3895,10,4,1.2
acc_3896,18,5,2.26
acc_3897,7,2,3.33
acc_3898,22,8,4.05
acc_3899,24,3,0.18
acc_3900,12,6,0.81
acc_3901,30,9,3.56
acc_3902,15,0,1.04
acc_3903,20,3,1.6
acc_3904,21,10,3.89
acc_3905,20,3,1.34
acc_3906,8,0,0.1
acc_3907,15,5,1.17
acc_3908,18,5,4.52
acc_3909,10,4,1.43
acc_3910,21,12,2.81
acc_3911,14,7,1.72
acc_3912,8,7,2.43
acc_3913,1,0,1.33
acc_3914,9,2,2.9
acc_3915,28,10,4.97
acc_3916,18,4,1.37
acc_3917,9,2,0.25
acc_3918,12,5,1.96
acc_3919,12,3,2.91
acc_3920,6,7,1.94
acc_3921,6,3,2.11
acc_3922,17,3,0.65
acc_3923,4,5,1.0
acc_3924,12,3,0.5
acc_3925,21,8,3.38
acc_3926,18,4,1.08
acc_3927,11,2,0.29
acc_3928,17,8,1.9
acc_3929,26,8,6.37
acc_3930,14,10,3.69
acc_3931,9,11,3.84
acc_3932,17,9,2.11
acc_3933,17,5,2.23
acc_3934,22,7,4.77
acc_3935,13,2,2.99
acc_3936,26,10,4.37
acc_3937,14,5,3.39
acc_3938,0,0,3.29
acc_3939,15,8,1.93
acc_3940,14,6,3.88
acc_3941,16,5,2.83
acc_3942,17,4,0.88
acc_3943,25,8,3.43
acc_3944,26,8,5.42
acc_3945,8,6,0.1
acc_3946,3,1,1.4
acc_3947,8,6,1.27
acc_3948,0,0,2.13
acc_3949,27,7,4.06
acc_3950,18,5,2.22
acc_3951,6,7,2.41
acc_3952,21,7,3.8
acc_3953,0,4,1.89
acc_3954,25,6,4.22
acc_3955,15,6,2.36
acc_3956,23,3,3.77
acc_3957,21,10,2.91
acc_3958,11,7,3.73
acc_3959,17,5,2.68
acc_3960,31,9,3.26
acc_3961,27,11,4.12
acc_3962,13,6,2.57
acc_3963,23,7,2.52
acc_3964,25,11,3.47
acc_3965,11,2,1.26
acc_3966,9,0,1.81
acc_3967,4,0,0.1
acc_3968,13,2,1.74
acc_3969,23,7,2.51
acc_3970,28,11,5.6
acc_3971,11,3,2.42
acc_3972,12,5,2.23
acc_3973,27,5,3.11
acc_3974,24,9,3.59
acc_3975,12,6,2.85
acc_3976,11,8,1.08
acc_3977,8,6,2.45
acc_3978,10,7,3.28
acc_3979,6,3,1.68
acc_3980,14,5,2.53
acc_3981,29,6,2.69
acc_3982,8,5,0.45
acc_3983,11,4,0.66
acc_3984,23,1,2.29
acc_3985,18,8,3.93
acc_3986,16,8,4.3
acc_3987,12,3,0.1
acc_3988,12,3,0.67
acc_3989,12,1,2.51
