account_id,arr,plan_tier,seats,billing_interval,churned
acc_3800,6563.26,Professional,12,monthly,0
acc_3801,1762.46,Starter,7,annual,1
acc_3802,480.18,Starter,2,annual,0
acc_3803,109859.38,Enterprise,94,monthly,1
acc_3804,19030.55,Professional,29,monthly,1
acc_3805,522.3,Starter,2,monthly,0
acc_3806,13741.14,Professional,21,annual,1
acc_3807,18695.04,Professional,33,monthly,1
acc_3808,15685.71,Professional,25,monthly,0
acc_3809,252230.1,Enterprise,193,monthly,0
acc_3810,11561.58,Professional,19,monthly,1
acc_3811,1583.96,Starter,7,monthly,1
acc_3812,17867.85,Professional,28,monthly,1
acc_3813,774.71,Starter,3,monthly,1
acc_3814,999.02,Starter,4,annual,0
acc_3815,86283.95,Enterprise,75,annual,0
acc_3816,12946.32,Professional,23,annual,0
acc_3817,78708.78,Enterprise,64,monthly,1
acc_3818,1674.22,Starter,7,annual,0
acc_3819,496.2,Starter,2,annual,1
acc_3820,442.72,Starter,2,annual,0
acc_3821,2002.71,Starter,9,monthly,1
acc_3822,13421.58,Professional,23,monthly,1
acc_3823,17702.59,Professional,31,monthly,1
acc_3824,7986.17,Professional,13,annual,1
acc_3825,25116.51,Professional,43,monthly,1
acc_3826,16796.07,Professional,27,monthly,0
acc_3827,135302.74,Enterprise,107,monthly,1
acc_3828,24185.78,Professional,43,monthly,1
acc_3829,166496.99,Enterprise,128,annual,1
acc_3830,17130.4,Professional,27,monthly,0
acc_3831,30145.47,Professional,49,monthly,0
acc_3832,96062.58,Enterprise,74,annual,0
acc_3833,228.76,Starter,1,monthly,1
acc_3834,23624.22,Professional,40,annual,1
acc_3835,128768.9,Enterprise,117,monthly,0
acc_3836,17247.51,Professional,29,monthly,0
acc_3837,102130.57,Enterprise,85,monthly,0
acc_3838,736.71,Starter,3,monthly,1
acc_3839,24645.81,Professional,45,monthly,0
acc_3840,180573.45,Enterprise,166,annual,1
acc_3841,11217.35,Professional,19,monthly,0
acc_3842,6752.35,Professional,12,monthly,1
acc_3843,1009.69,Starter,4,annual,1
acc_3844,1240.5,Starter,5,monthly,0
acc_3845,17372.98,Professional,30,monthly,0
acc_3846,140737.45,Enterprise,129,monthly,1
acc_3847,121368.94,Enterprise,108,monthly,0
acc_3848,28035.07,Professional,45,monthly,0
acc_3849,117269.92,Enterprise,89,annual,1
acc_3850,11004.33,Professional,19,monthly,1
acc_3851,10179.83,Professional,16,monthly,1
acc_3852,19965.6,Professional,31,monthly,0
acc_3853,17465.01,Professional,32,monthly,1
acc_3854,13648.88,Professional,21,annual,1
acc_3855,715.13,Starter,3,monthly,1
acc_3856,217695.41,Enterprise,166,annual,0
acc_3857,2176.66,Starter,9,monthly,0
acc_3858,1136.43,Starter,5,monthly,0
acc_3859,31534.09,Professional,48,annual,1
acc_3860,147991.11,Enterprise,130,monthly,1
acc_3861,14209.74,Professional,22,monthly,0
acc_3862,1570.17,Starter,7,annual,1
acc_3863,30427.63,Professional,49,monthly,0
acc_3864,212167.8,Enterprise,180,monthly,0
acc_3865,14446.13,Professional,22,monthly,1
acc_3866,23611.25,Professional,42,annual,1
acc_3867,23562.21,Professional,40,monthly,1
acc_3868,1726.96,Starter,7,annual,0
acc_3869,157755.47,Enterprise,120,monthly,1
acc_3870,21329.15,Professional,37,annual,1
acc_3871,16453.49,Professional,28,monthly,1
acc_3872,17862.45,Professional,30,monthly,1
acc_3873,215582.49,Enterprise,189,monthly,0
acc_3874,2297.1,Starter,9,monthly,1
acc_3875,440.83,Starter,2,monthly,0
acc_3876,749.49,Starter,3,monthly,0
acc_3877,24766.93,Professional,41,annual,1
acc_3878,19916.09,Professional,35,monthly,0
acc_3879,13181.07,Professional,22,annual,0
acc_3880,24304.57,Professional,38,monthly,0
acc_3881,949.52,Starter,4,monthly,1
acc_3882,1774.81,Starter,8,annual,0
acc_3883,217.96,Starter,1,annual,0
acc_3884,10133.37,Professional,16,monthly,1
acc_3885,173895.59,Enterprise,150,monthly,0
acc_3886,22811.23,Professional,35,monthly,1
acc_3887,2210.61,Starter,9,monthly,0
acc_3888,1184.71,Starter,5,annual,1
acc_3889,144641.12,Enterprise,119,monthly,0
acc_3890,951.77,Starter,4,monthly,1
acc_3891,2075.83,Starter,8,monthly,0
acc_3892,2141.87,Starter,9,monthly,0
acc_3893,8287.32,Professional,15,monthly,0
acc_3894,733.98,Starter,3,annual,1
acc_3895,983.61,Starter,4,monthly,1
acc_3896,25905.42,Professional,41,monthly,0
acc_3897,260.8,Starter,1,annual,0
acc_3898,711.8,Starter,3,monthly,1
acc_3899,26201.21,Professional,45,annual,1
acc_3900,88636.09,Enterprise,74,monthly,1
acc_3901,1296.05,Starter,5,monthly,1
acc_3902,2104.31,Starter,8,monthly,1
acc_3903,262.62,Starter,1,annual,1
acc_3904,18162.03,Professional,32,annual,1
acc_3905,165497.17,Enterprise,138,monthly,0
acc_3906,228.45,Starter,1,monthly,1
acc_3907,11683.16,Professional,20,monthly,1
acc_3908,652.56,Starter,3,monthly,1
acc_3909,16778.16,Professional,30,annual,1
acc_3910,2115.54,Starter,9,monthly,0
acc_3911,210155.24,Enterprise,180,monthly,1
acc_3912,16056.88,Professional,28,monthly,0
acc_3913,2043.49,Starter,9,monthly,0
acc_3914,141091.93,Enterprise,112,annual,1
acc_3915,230.14,Starter,1,monthly,1
acc_3916,999.66,Starter,4,monthly,0
acc_3917,92309.13,Enterprise,79,monthly,1
acc_3918,2035.96,Starter,8,monthly,0
acc_3919,159059.31,Enterprise,142,monthly,1
acc_3920,24033.24,Professional,43,annual,0
acc_3921,225004.96,Enterprise,181,monthly,1
acc_3922,28590.75,Professional,44,monthly,1
acc_3923,445.73,Starter,2,annual,1
acc_3924,139406.52,Enterprise,127,monthly,0
acc_3925,1043.45,Starter,4,monthly,0
acc_3926,22163.17,Professional,40,monthly,1
acc_3927,21661.67,Professional,38,monthly,1
acc_3928,9773.09,Professional,15,monthly,0
acc_3929,28635.76,Professional,45,monthly,1
acc_3930,155743.09,Enterprise,134,monthly,0
acc_3931,157090.4,Enterprise,120,monthly,0
acc_3932,240833.67,Enterprise,198,monthly,0
acc_3933,21946.79,Professional,40,monthly,0
acc_3934,149848.33,Enterprise,120,monthly,0
acc_3935,24783.4,Professional,41,annual,0
acc_3936,216700.96,Enterprise,178,annual,1
acc_3937,109442.56,Enterprise,83,monthly,0
acc_3938,1563.24,Starter,7,annual,0
acc_3939,1732.68,Starter,7,monthly,0
acc_3940,161853.31,Enterprise,136,annual,0
acc_3941,1145.25,Starter,5,monthly,1
acc_3942,30538.04,Professional,49,monthly,0
acc_3943,223266.79,Enterprise,180,annual,0
acc_3944,1799.78,Starter,7,annual,0
acc_3945,86492.22,Enterprise,67,monthly,0
acc_3946,111764.97,Enterprise,92,annual,1
acc_3947,1389.76,Starter,6,monthly,1
acc_3948,17502.94,Professional,29,monthly,1
acc_3949,466.49,Starter,2,monthly,0
acc_3950,17771.76,Professional,31,monthly,1
acc_3951,7274.27,Professional,12,annual,1
acc_3952,154738.03,Enterprise,125,annual,0
acc_3953,2199.13,Starter,9,monthly,0
acc_3954,11127.02,Professional,17,monthly,0
acc_3955,16123.42,Professional,28,annual,0
acc_3956,1169.36,Starter,5,monthly,1
acc_3957,157509.75,Enterprise,127,monthly,0
acc_3958,110167.75,Enterprise,90,monthly,0
acc_3959,21608.94,Professional,40,monthly,0
acc_3960,23676.44,Professional,41,annual,0
acc_3961,13690.83,Professional,24,monthly,1
acc_3962,30757.91,Professional,48,monthly,0
acc_3963,515.16,Starter,2,annual,0
acc_3964,22962.69,Professional,40,monthly,0
acc_3965,6626.98,Professional,12,monthly,0
acc_3966,23149.59,Professional,41,monthly,0
acc_3967,1346.85,Starter,6,monthly,0
acc_3968,1136.98,Starter,5,annual,1
acc_3969,10794.99,Professional,19,monthly,1
acc_3970,478.06,Starter,2,annual,0
acc_3971,21399.21,Professional,37,monthly,0
acc_3972,1700.1,Starter,7,monthly,1
acc_3973,20926.66,Professional,36,monthly,0
acc_3974,197705.98,Enterprise,155,annual,1
acc_3975,206694.05,Enterprise,158,monthly,0
acc_3976,470.78,Starter,2,monthly,1
acc_3977,1528.62,Starter,7,monthly,0
acc_3978,83037.41,Enterprise,73,monthly,1
acc_3979,80624.56,Enterprise,73,monthly,0
acc_3980,1395.29,Starter,6,monthly,1
acc_3981,64211.03,Enterprise,52,annual,1
acc_3982,963.63,Starter,4,annual,0
acc_3983,27888.11,Professional,49,monthly,0
acc_3984,1011.31,Starter,4,monthly,0
acc_3985,135609.76,Enterprise,122,monthly,0
acc_3986,22695.34,Professional,40,monthly,0
acc_3987,1490.7,Starter,6,monthly,0
acc_3988,24237.73,Professional,43,monthly,1
acc_3989,2237.23,Starter,9,annual,1
acc_3990,1577.36,Starter,6,monthly,0
acc_3991,8956.67,Professional,14,monthly,0
acc_3992,11184.03,Professional,20,annual,1
acc_3993,1445.9,Starter,6,annual,0
acc_3994,9450.86,Professional,16,monthly,1
acc_3995,11203.01,Professional,17,monthly,0
acc_3996,17048.93,Professional,26,monthly,1
acc_3997,222.1,Starter,1,monthly,1
acc_3998,1298.1,Starter,5,annual,1
acc_3999,225.28,Starter,1,annual,0
acc_4000,2082.0,Starter,9,annual,0
acc_4001,27955.63,Professional,48,monthly,1
acc_4002,83865.12,Enterprise,73,monthly,1
acc_4003,1027.82,Starter,4,monthly,1
acc_4004,13330.61,Professional,23,monthly,0
acc_4005,510.41,Starter,2,monthly,0
acc_4006,2373.57,Starter,9,monthly,1
acc_4007,21149.42,Professional,33,monthly,1
acc_4008,22679.95,Professional,39,monthly,1
acc_4009,210117.7,Enterprise,168,monthly,1
acc_4010,14497.7,Professional,24,monthly,1
acc_4011,1522.52,Starter,6,monthly,1
acc_4012,7258.83,Professional,13,monthly,0
acc_4013,109750.55,Enterprise,89,monthly,1
acc_4014,13922.48,Professional,22,annual,0
acc_4015,151523.46,Enterprise,120,monthly,0
acc_4016,786.76,Starter,3,annual,1
acc_4017,203487.48,Enterprise,186,annual,1
acc_4018,465.19,Starter,2,monthly,0
acc_4019,8360.61,Professional,14,monthly,0
acc_4020,23086.86,Professional,40,monthly,0
acc_4021,1385.22,Starter,6,monthly,1
acc_4022,177318.8,Enterprise,158,monthly,0
acc_4023,1530.13,Starter,6,annual,1
acc_4024,2336.29,Starter,9,monthly,0
acc_4025,167163.3,Enterprise,152,annual,0
acc_4026,1117.18,Starter,5,annual,1
acc_4027,2042.69,Starter,9,monthly,0
acc_4028,12622.65,Professional,21,monthly,0
acc_4029,24762.69,Professional,39,monthly,0
acc_4030,89966.24,Enterprise,82,monthly,0
acc_4031,11711.93,Professional,19,monthly,0
acc_4032,123858.3,Enterprise,111,annual,0
acc_4033,175962.06,Enterprise,134,monthly,0
acc_4034,25266.26,Professional,39,monthly,1
acc_4035,1307.9,Starter,5,annual,0
acc_4036,19345.89,Professional,35,monthly,0
acc_4037,478.85,Starter,2,monthly,1
acc_4038,223.93,Starter,1,monthly,0
acc_4039,9180.64,Professional,15,monthly,1
acc_4040,124944.31,Enterprise,110,annual,0
acc_4041,22769.13,Professional,36,annual,0
acc_4042,2222.21,Starter,9,monthly,1
acc_4043,17649.18,Professional,29,monthly,0
acc_4044,1789.28,Starter,7,monthly,1
acc_4045,720.04,Starter,3,annual,1
acc_4046,21178.14,Professional,37,monthly,1
acc_4047,1474.76,Starter,6,monthly,1
acc_4048,1047.76,Starter,4,monthly,1
acc_4049,173847.51,Enterprise,142,annual,1
acc_4050,17851.08,Professional,29,monthly,0
acc_4051,2347.81,Starter,9,monthly,1
acc_4052,12638.49,Professional,21,annual,0
acc_4053,527.65,Starter,2,monthly,0
acc_4054,84992.24,Enterprise,76,monthly,0
acc_4055,967.11,Starter,4,monthly,0
acc_4056,197941.84,Enterprise,175,annual,0
acc_4057,230626.88,Enterprise,194,monthly,1
acc_4058,16814.07,Professional,30,monthly,0
acc_4059,226.68,Starter,1,monthly,0
acc_4060,123234.53,Enterprise,109,annual,0
acc_4061,1619.53,Starter,7,monthly,1
acc_4062,889.84,Starter,4,monthly,0
acc_4063,1274.24,Starter,5,monthly,0
acc_4064,22092.76,Professional,39,monthly,0
acc_4065,236.0,Starter,1,annual,1
acc_4066,104049.96,Enterprise,96,monthly,0
acc_4067,442.07,Starter,2,annual,0
acc_4068,208511.95,Enterprise,161,annual,0
acc_4069,1024.73,Starter,4,annual,1
acc_4070,512.73,Starter,2,monthly,0
acc_4071,235.74,Starter,1,monthly,1
acc_4072,151499.57,Enterprise,136,monthly,0
acc_4073,221.18,Starter,1,annual,1
acc_4074,11640.77,Professional,19,annual,0
acc_4075,1534.52,Starter,6,monthly,0
acc_4076,204772.34,Enterprise,158,annual,1
acc_4077,459.72,Starter,2,annual,1
acc_4078,694.23,Starter,3,annual,0
acc_4079,7729.47,Professional,14,monthly,0
acc_4080,1265.86,Starter,5,annual,1
acc_4081,26361.81,Professional,46,annual,0
acc_4082,717.25,Starter,3,monthly,0
acc_4083,11074.95,Professional,17,annual,1
acc_4084,24580.37,Professional,39,monthly,1
acc_4085,1311.19,Starter,6,monthly,1
acc_4086,14065.44,Professional,26,annual,0
acc_4087,1776.57,Starter,7,monthly,0
acc_4088,7275.6,Professional,12,annual,1
acc_4089,18793.2,Professional,30,monthly,0
acc_4090,221291.86,Enterprise,198,monthly,0
acc_4091,1547.15,Starter,6,monthly,1
acc_4092,15819.97,Professional,25,monthly,0
acc_4093,517.52,Starter,2,annual,0
acc_4094,23818.19,Professional,41,monthly,0
acc_4095,20631.05,Professional,36,monthly,0
acc_4096,2009.55,Starter,9,monthly,0
acc_4097,9774.16,Professional,15,annual,1
acc_4098,14030.49,Professional,25,monthly,1
acc_4099,6651.82,Professional,12,annual,1
acc_4100,450.5,Starter,2,monthly,1
acc_4101,1518.16,Starter,6,monthly,0
acc_4102,2328.28,Starter,9,annual,1
acc_4103,2294.31,Starter,9,monthly,1
acc_4104,486.07,Starter,2,monthly,0
acc_4105,32304.04,Professional,49,annual,1
acc_4106,15899.61,Professional,29,monthly,0
acc_4107,2318.63,Starter,9,annual,1
acc_4108,28974.96,Professional,49,annual,0
acc_4109,220007.43,Enterprise,185,monthly,1
acc_4110,1777.0,Starter,8,monthly,1
acc_4111,1523.23,Starter,7,monthly,0
acc_4112,9247.93,Professional,16,annual,0
acc_4113,1795.14,Starter,8,annual,0
acc_4114,11960.01,Professional,20,monthly,0
acc_4115,1784.57,Starter,8,monthly,0
acc_4116,222.62,Starter,1,monthly,0
acc_4117,2322.85,Starter,9,monthly,1
acc_4118,1561.33,Starter,6,monthly,1
acc_4119,262.28,Starter,1,annual,0
acc_4120,248.66,Starter,1,annual,0
acc_4121,1771.06,Starter,7,annual,0
acc_4122,24331.18,Professional,38,monthly,0
acc_4123,495.26,Starter,2,annual,0
acc_4124,141429.52,Enterprise,122,annual,0
acc_4125,1341.04,Starter,6,monthly,0
acc_4126,1136.95,Starter,5,monthly,0
acc_4127,1281.7,Starter,5,annual,0
acc_4128,7482.38,Professional,12,annual,0
acc_4129,17840.86,Professional,30,monthly,1
acc_4130,1304.47,Starter,6,monthly,0
acc_4131,1830.22,Starter,8,monthly,1
acc_4132,214593.95,Enterprise,171,annual,0
acc_4133,175634.05,Enterprise,146,annual,0
acc_4134,1184.53,Starter,5,monthly,0
acc_4135,23683.3,Professional,41,monthly,0
acc_4136,23900.44,Professional,39,annual,0
acc_4137,2099.09,Starter,8,annual,0
acc_4138,31110.47,Professional,48,annual,1
acc_4139,10873.2,Professional,20,annual,0
acc_4140,15540.58,Professional,26,monthly,0
acc_4141,135611.5,Enterprise,117,annual,0
acc_4142,20443.27,Professional,34,monthly,1
acc_4143,1225.49,Starter,5,annual,0
acc_4144,1353.61,Starter,6,monthly,0
acc_4145,21548.8,Professional,34,annual,0
acc_4146,1910.43,Starter,8,annual,1
acc_4147,11862.73,Professional,18,monthly,1
acc_4148,434.41,Starter,2,monthly,1
acc_4149,1575.75,Starter,7,monthly,1
acc_4150,139497.25,Enterprise,112,annual,0
acc_4151,163336.45,Enterprise,131,annual,1
acc_4152,23174.78,Professional,38,annual,0
acc_4153,15759.24,Professional,24,monthly,0
acc_4154,16515.46,Professional,28,monthly,0
acc_4155,14161.07,Professional,24,monthly,0
acc_4156,779.11,Starter,3,monthly,1
acc_4157,29021.42,Professional,48,monthly,0
acc_4158,25627.68,Professional,44,annual,0
acc_4159,2254.58,Starter,9,monthly,1
acc_4160,1720.21,Starter,7,annual,1
acc_4161,28261.69,Professional,49,monthly,0
acc_4162,690.9,Starter,3,monthly,1
acc_4163,1879.92,Starter,8,monthly,1
acc_4164,438.88,Starter,2,monthly,0
acc_4165,2089.96,Starter,8,annual,0
acc_4166,88790.06,Enterprise,79,monthly,1
acc_4167,12391.7,Professional,22,monthly,1
acc_4168,91411.4,Enterprise,74,annual,1
acc_4169,15672.74,Professional,25,annual,1
acc_4170,7541.04,Professional,12,monthly,1
acc_4171,23400.36,Professional,40,monthly,1
acc_4172,1805.44,Starter,7,monthly,0
acc_4173,6052.8,Professional,10,monthly,0
acc_4174,26075.74,Professional,44,monthly,1
acc_4175,216663.77,Enterprise,170,annual,1
acc_4176,166214.39,Enterprise,146,monthly,0
acc_4177,1286.44,Starter,5,monthly,0
acc_4178,967.46,Starter,4,monthly,0
acc_4179,16200.17,Professional,25,annual,0
acc_4180,225.68,Starter,1,monthly,1
acc_4181,1043.72,Starter,4,monthly,0
acc_4182,1494.11,Starter,6,monthly,0
acc_4183,1474.08,Starter,6,monthly,0
acc_4184,5906.48,Professional,10,monthly,0
acc_4185,15059.43,Professional,23,monthly,1
acc_4186,175608.03,Enterprise,148,monthly,0
acc_4187,479.86,Starter,2,monthly,1
acc_4188,2281.61,Starter,9,monthly,0
acc_4189,9186.9,Professional,16,annual,1
acc_4190,229.99,Starter,1,monthly,1
acc_4191,196241.07,Enterprise,155,annual,0
acc_4192,888.69,Starter,4,monthly,1
acc_4193,134138.71,Enterprise,105,annual,1
acc_4194,19680.67,Professional,32,monthly,1
acc_4195,216479.04,Enterprise,179,monthly,0
acc_4196,24969.7,Professional,44,annual,0
acc_4197,129410.29,Enterprise,102,annual,0
acc_4198,24190.59,Professional,38,annual,0
acc_4199,18536.54,Professional,31,annual,0
acc_4200,14667.51,Professional,25,monthly,1
acc_4201,21642.5,Professional,38,monthly,1
acc_4202,220677.83,Enterprise,175,monthly,0
acc_4203,986.77,Starter,4,monthly,0
acc_4204,451.84,Starter,2,annual,0
acc_4205,2033.08,Starter,8,monthly,1
acc_4206,516.69,Starter,2,annual,1
acc_4207,98479.74,Enterprise,90,monthly,1
acc_4208,506.15,Starter,2,monthly,0
acc_4209,9635.04,Professional,15,monthly,0
acc_4210,17792.49,Professional,27,monthly,0
acc_4211,81865.75,Enterprise,72,annual,1
acc_4212,22211.77,Professional,38,annual,0
acc_4213,524.75,Starter,2,monthly,0
acc_4214,88205.1,Enterprise,80,annual,1
acc_4215,241.14,Starter,1,monthly,0
acc_4216,20427.52,Professional,34,annual,0
acc_4217,1225.57,Starter,5,monthly,0
acc_4218,927.51,Starter,4,monthly,0
acc_4219,66413.24,Enterprise,51,monthly,1
acc_4220,6296.48,Professional,11,monthly,1
acc_4221,494.37,Starter,2,monthly,0
acc_4222,24579.96,Professional,41,monthly,0
acc_4223,25740.04,Professional,45,monthly,0
acc_4224,225.06,Starter,1,monthly,1
acc_4225,26846.29,Professional,41,annual,0
acc_4226,17613.29,Professional,29,annual,0
acc_4227,133525.63,Enterprise,109,annual,0
acc_4228,29161.58,Professional,46,monthly,0
acc_4229,25838.12,Professional,47,monthly,0
acc_4230,26277.37,Professional,42,monthly,0
acc_4231,223.93,Starter,1,monthly,1
acc_4232,8804.01,Professional,14,monthly,0
acc_4233,141467.7,Enterprise,127,monthly,0
acc_4234,511.92,Starter,2,monthly,1
acc_4235,248.69,Starter,1,monthly,0
acc_4236,8794.6,Professional,15,monthly,0
acc_4237,2099.02,Starter,9,annual,0
acc_4238,80333.81,Enterprise,72,annual,0
acc_4239,518.79,Starter,2,monthly,1
acc_4240,17180.93,Professional,31,monthly,1
acc_4241,715.98,Starter,3,annual,0
acc_4242,2046.18,Starter,9,annual,1
acc_4243,110805.96,Enterprise,84,annual,1
acc_4244,18309.04,Professional,30,monthly,0
acc_4245,1115.9,Starter,5,monthly,0
acc_4246,1984.34,Starter,8,monthly,0
acc_4247,1845.18,Starter,7,annual,1
acc_4248,1470.25,Starter,6,annual,1
acc_4249,16656.79,Professional,28,monthly,0
acc_4250,13804.62,Professional,24,monthly,0
acc_4251,440.84,Starter,2,monthly,1
acc_4252,907.82,Starter,4,annual,0
acc_4253,26076.68,Professional,43,annual,0
acc_4254,2269.64,Starter,9,monthly,0
acc_4255,10325.63,Professional,16,monthly,1
acc_4256,16516.38,Professional,26,monthly,0
acc_4257,1554.16,Starter,7,annual,1
acc_4258,759.38,Starter,3,annual,0
acc_4259,1463.5,Starter,6,monthly,0
acc_4260,8348.1,Professional,14,monthly,1
acc_4261,29219.12,Professional,48,monthly,0
acc_4262,5950.66,Professional,11,monthly,0
acc_4263,54812.76,Enterprise,50,monthly,0
acc_4264,21711.67,Professional,36,monthly,0
acc_4265,18507.53,Professional,33,annual,1
acc_4266,1937.49,Starter,8,annual,1
acc_4267,1864.02,Starter,8,monthly,1
acc_4268,2076.45,Starter,8,monthly,1
acc_4269,24196.59,Professional,37,monthly,1
acc_4270,2104.24,Starter,8,annual,1
acc_4271,6478.73,Professional,10,annual,1
acc_4272,19749.21,Professional,30,monthly,1
acc_4273,1499.37,Starter,6,monthly,1
acc_4274,24244.81,Professional,37,monthly,0
acc_4275,740.42,Starter,3,monthly,1
acc_4276,7645.27,Professional,12,monthly,0
acc_4277,21677.34,Professional,39,monthly,1
acc_4278,6219.12,Professional,10,monthly,0
acc_4279,2346.24,Starter,9,monthly,0
acc_4280,725.77,Starter,3,annual,1
acc_4281,15185.3,Professional,27,monthly,0
acc_4282,965.16,Starter,4,annual,0
acc_4283,192448.54,Enterprise,154,monthly,1
acc_4284,252.95,Starter,1,monthly,0
acc_4285,118157.47,Enterprise,98,monthly,0
acc_4286,125670.68,Enterprise,111,monthly,0
acc_4287,520.96,Starter,2,monthly,0
acc_4288,1518.8,Starter,6,monthly,1
acc_4289,24044.27,Professional,42,monthly,0
acc_4290,254.97,Starter,1,annual,0
acc_4291,13961.84,Professional,24,monthly,1
acc_4292,2078.97,Starter,9,monthly,0
acc_4293,2059.42,Starter,8,annual,1
acc_4294,515.83,Starter,2,annual,0
acc_4295,470.25,Starter,2,monthly,1
acc_4296,17855.33,Professional,33,monthly,0
acc_4297,71985.65,Enterprise,64,monthly,1
acc_4298,2077.17,Starter,8,monthly,0
acc_4299,29153.25,Professional,45,monthly,1
acc_4300,25559.26,Professional,43,monthly,1
acc_4301,1844.78,Starter,8,annual,1
acc_4302,20171.54,Professional,35,monthly,0
acc_4303,31735.51,Professional,49,monthly,0
acc_4304,231.59,Starter,1,monthly,0
acc_4305,18643.08,Professional,31,monthly,0
acc_4306,15693.03,Professional,25,monthly,0
acc_4307,1130.28,Starter,5,monthly,0
acc_4308,27952.57,Professional,49,monthly,1
acc_4309,466.37,Starter,2,annual,0
acc_4310,15462.67,Professional,25,monthly,1
acc_4311,8933.38,Professional,14,monthly,1
acc_4312,242.24,Starter,1,annual,0
acc_4313,8339.27,Professional,15,annual,0
acc_4314,19587.13,Professional,33,monthly,0
acc_4315,21657.59,Professional,39,annual,1
acc_4316,660.71,Starter,3,monthly,0
acc_4317,28094.68,Professional,46,monthly,1
acc_4318,26844.56,Professional,41,monthly,1
acc_4319,17934.38,Professional,28,monthly,0
acc_4320,23418.65,Professional,37,monthly,0
acc_4321,752.7,Starter,3,monthly,0
acc_4322,2331.56,Starter,9,annual,0
acc_4323,88247.63,Enterprise,70,monthly,1
acc_4324,10458.83,Professional,17,monthly,0
acc_4325,215991.8,Enterprise,185,monthly,0
acc_4326,220.85,Starter,1,annual,0
acc_4327,5953.24,Professional,10,annual,1
acc_4328,8462.66,Professional,13,monthly,0
acc_4329,18909.13,Professional,31,annual,0
acc_4330,17426.36,Professional,31,annual,1
acc_4331,494.31,Starter,2,annual,1
acc_4332,23238.36,Professional,39,monthly,1
acc_4333,23463.56,Professional,36,monthly,0
acc_4334,2013.53,Starter,9,monthly,1
acc_4335,22515.89,Professional,36,annual,0
acc_4336,13679.43,Professional,22,annual,1
acc_4337,1316.05,Starter,5,annual,1
acc_4338,2188.04,Starter,9,monthly,0
acc_4339,30940.27,Professional,48,monthly,1
acc_4340,1303.12,Starter,6,monthly,0
acc_4341,665.7,Starter,3,monthly,0
acc_4342,20934.45,Professional,36,monthly,1
acc_4343,1965.82,Starter,8,monthly,0
acc_4344,28506.7,Professional,48,annual,1
acc_4345,2031.56,Starter,9,monthly,1
acc_4346,224739.24,Enterprise,184,annual,1
acc_4347,486.4,Starter,2,annual,0
acc_4348,2170.56,Starter,9,monthly,0
acc_4349,25890.74,Professional,47,monthly,1
acc_4350,1041.99,Starter,4,annual,1
acc_4351,10388.2,Professional,17,annual,0
acc_4352,12005.26,Professional,21,monthly,0
acc_4353,20542.18,Professional,33,monthly,0
acc_4354,1850.08,Starter,8,monthly,1
acc_4355,185016.44,Enterprise,154,monthly,0
acc_4356,15685.27,Professional,27,monthly,1
acc_4357,1291.29,Starter,5,annual,1
acc_4358,1582.27,Starter,6,monthly,0
acc_4359,13424.2,Professional,24,monthly,0
acc_4360,90109.69,Enterprise,83,annual,1
acc_4361,906.11,Starter,4,monthly,0
acc_4362,207670.04,Enterprise,170,annual,0
acc_4363,14021.85,Professional,25,monthly,0
acc_4364,1274.76,Starter,5,monthly,1
acc_4365,24739.7,Professional,42,monthly,1
acc_4366,245.31,Starter,1,monthly,0
acc_4367,172455.5,Enterprise,145,annual,0
acc_4368,12319.59,Professional,19,annual,1
acc_4369,17959.14,Professional,33,annual,0
acc_4370,74046.91,Enterprise,59,monthly,0
acc_4371,741.91,Starter,3,annual,1
acc_4372,171787.82,Enterprise,139,monthly,0
acc_4373,943.49,Starter,4,monthly,0
acc_4374,15172.67,Professional,28,monthly,0
acc_4375,22417.52,Professional,36,monthly,0
acc_4376,25581.46,Professional,40,monthly,0
acc_4377,16506.83,Professional,30,monthly,1
acc_4378,126900.74,Enterprise,107,monthly,1
acc_4379,223.8,Starter,1,monthly,1
acc_4380,735.98,Starter,3,monthly,0
acc_4381,1014.84,Starter,4,annual,1
acc_4382,15500.12,Professional,25,monthly,0
acc_4383,18501.35,Professional,32,monthly,1
acc_4384,12805.66,Professional,23,annual,0
acc_4385,200758.65,Enterprise,158,monthly,1
acc_4386,171345.53,Enterprise,148,monthly,0
acc_4387,1953.56,Starter,9,annual,0
acc_4388,19474.26,Professional,32,monthly,0
acc_4389,683.52,Starter,3,annual,0
acc_4390,202538.53,Enterprise,158,monthly,1
acc_4391,201703.01,Enterprise,181,monthly,0
acc_4392,163440.6,Enterprise,138,monthly,0
acc_4393,15400.14,Professional,27,monthly,0
acc_4394,28023.85,Professional,45,monthly,0
acc_4395,12722.3,Professional,21,monthly,0
acc_4396,761.9,Starter,3,monthly,0
acc_4397,952.05,Starter,4,annual,0
acc_4398,200013.49,Enterprise,185,annual,0
acc_4399,26027.88,Professional,46,annual,0
acc_4400,80507.66,Enterprise,61,monthly,0
acc_4401,196606.23,Enterprise,167,monthly,1
acc_4402,168353.33,Enterprise,137,monthly,0
acc_4403,12971.84,Professional,20,monthly,1
acc_4404,1952.87,Starter,9,annual,1
acc_4405,2228.95,Starter,9,monthly,1
acc_4406,8044.47,Professional,14,annual,0
acc_4407,229.4,Starter,1,annual,1
acc_4408,1814.34,Starter,8,annual,1
acc_4409,19161.83,Professional,30,monthly,1
